email_id,subject,body,category,tone,sentiment,sender,recipient,created_at,clean_subject,clean_body,combined_text,features,intent,formality,greeting,closing
E00266,Unacceptable experience with the security audit,"Hello Maya,

I am very unhappy with the recent the security audit. The delayed delivery is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Ananya",complaint,formal,negative,Ananya,Maya,2024-10-31T00:00:00,Unacceptable experience with the security audit,"Hello Maya,

I am very unhappy with the recent the security audit. The delayed delivery is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Ananya","Unacceptable experience with the security audit

Hello Maya,

I am very unhappy with the recent the security audit. The delayed delivery is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Ananya","{'greeting': '', 'closing': 'Sincerely,', 'intent': 'complaint', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['deliver', 'investigate', 'respond']}",complaint,formal,,"Sincerely,"
E00267,Announcement: the marketing campaign,"Hi Maya,

Quick announcement — the marketing campaign goes live on next quarter. We'll share follow-up materials shortly.

Thanks,
Cameron",announcement,formal,positive,Cameron,Maya,2024-11-01T00:00:00,Announcement: the marketing campaign,"Hi Maya,

Quick announcement — the marketing campaign goes live on next quarter. We'll share follow-up materials shortly.

Thanks,
Cameron","Announcement: the marketing campaign

Hi Maya,

Quick announcement — the marketing campaign goes live on next quarter. We'll share follow-up materials shortly.

Thanks,
Cameron","{'greeting': '', 'closing': 'Thanks,', 'intent': 'announcement', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['share']}",announcement,neutral,,"Thanks,"
E00268,Outstanding invoice INV-01045,"Hello Priya,

This is a friendly reminder that invoice INV-01045 is outstanding. Could you process payment by tomorrow?

Thanks,
Lina",invoice,formal,neutral,Lina,Priya,2024-11-17T00:00:00,Outstanding invoice INV-01045,"Hello Priya,

This is a friendly reminder that invoice INV-01045 is outstanding. Could you process payment by tomorrow?

Thanks,
Lina","Outstanding invoice INV-01045

Hello Priya,

This is a friendly reminder that invoice INV-01045 is outstanding. Could you process payment by tomorrow?

Thanks,
Lina","{'greeting': '', 'closing': 'Thanks,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['invoice', 'pay']}",request,neutral,,"Thanks,"
E00269,Confirmation: the partnership agreement,"Hello Chris,

Your request for the partnership agreement has been received and confirmed. Reference number: INV-01074.

Regards,
Jamie",confirmation,neutral,positive,Jamie,Chris,2024-07-19T00:00:00,Confirmation: the partnership agreement,"Hello Chris,

Your request for the partnership agreement has been received and confirmed. Reference number: INV-01074.

Regards,
Jamie","Confirmation: the partnership agreement

Hello Chris,

Your request for the partnership agreement has been received and confirmed. Reference number: INV-01074.

Regards,
Jamie","{'greeting': '', 'closing': 'Regards,', 'intent': 'confirmation', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['confirm', 'ship']}",confirmation,neutral,,"Regards,"
E00270,Announcement: the migration project,"Dear Taylor,

We are pleased to announce the migration project. This will help us expedite the shipment. More details to follow soon.

Best regards,
Lina",announcement,formal,positive,Lina,Taylor,2024-08-23T00:00:00,Announcement: the migration project,"Dear Taylor,

We are pleased to announce the migration project. This will help us expedite the shipment. More details to follow soon.

Best regards,
Lina","Announcement: the migration project

Dear Taylor,

We are pleased to announce the migration project. This will help us expedite the shipment. More details to follow soon.

Best regards,
Lina","{'greeting': '', 'closing': 'Best regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['ship']}",request,formal,,"Best regards,"
E00271,Quick sync on the migration project,"Hello Chris,

I'd love to set up a 30 minute call to align on the migration project. Are you available Tuesday or later in the week?

Thanks,
Jamie",meeting_request,formal,neutral,Jamie,Chris,2024-12-19T00:00:00,Quick sync on the migration project,"Hello Chris,

I'd love to set up a 30 minute call to align on the migration project. Are you available Tuesday or later in the week?

Thanks,
Jamie","Quick sync on the migration project

Hello Chris,

I'd love to set up a 30 minute call to align on the migration project. Are you available Tuesday or later in the week?

Thanks,
Jamie","{'greeting': '', 'closing': 'Thanks,', 'intent': 'general', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': []}",general,neutral,,"Thanks,"
E00272,Unacceptable experience with the marketing campaign,"Hello Sam,

I am very unhappy with the recent the marketing campaign. The outage on our staging environment is unacceptable. Please investigate and respond by next Monday.

Sincerely,
Riley",complaint,formal,negative,Riley,Sam,2024-05-27T00:00:00,Unacceptable experience with the marketing campaign,"Hello Sam,

I am very unhappy with the recent the marketing campaign. The outage on our staging environment is unacceptable. Please investigate and respond by next Monday.

Sincerely,
Riley","Unacceptable experience with the marketing campaign

Hello Sam,

I am very unhappy with the recent the marketing campaign. The outage on our staging environment is unacceptable. Please investigate and respond by next Monday.

Sincerely,
Riley","{'greeting': '', 'closing': 'Sincerely,', 'intent': 'complaint', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['investigate', 'respond']}",complaint,formal,,"Sincerely,"
E00273,Confirmation: the Q3 roadmap,"Hello Chris,

Your request for the Q3 roadmap has been received and confirmed. Reference number: INV-01086.

Regards,
Lina",confirmation,neutral,positive,Lina,Chris,2024-02-16T00:00:00,Confirmation: the Q3 roadmap,"Hello Chris,

Your request for the Q3 roadmap has been received and confirmed. Reference number: INV-01086.

Regards,
Lina","Confirmation: the Q3 roadmap

Hello Chris,

Your request for the Q3 roadmap has been received and confirmed. Reference number: INV-01086.

Regards,
Lina","{'greeting': '', 'closing': 'Regards,', 'intent': 'confirmation', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['confirm']}",confirmation,neutral,,"Regards,"
E00274,Confirmation: the new pricing plan,"Hi Morgan,

This email confirms that the new pricing plan is scheduled for tomorrow afternoon. Please let me know if anything changes.

Thanks,
Cameron",confirmation,neutral,positive,Cameron,Morgan,2024-09-09T00:00:00,Confirmation: the new pricing plan,"Hi Morgan,

This email confirms that the new pricing plan is scheduled for tomorrow afternoon. Please let me know if anything changes.

Thanks,
Cameron","Confirmation: the new pricing plan

Hi Morgan,

This email confirms that the new pricing plan is scheduled for tomorrow afternoon. Please let me know if anything changes.

Thanks,
Cameron","{'greeting': '', 'closing': 'Thanks,', 'intent': 'confirmation', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['confirm', 'schedule']}",confirmation,neutral,,"Thanks,"
E00275,Time-sensitive: the customer onboarding flow,"Dear Diego,

We need your immediate attention on missing line items. Please share the latest mockups as soon as possible.

Regards,
Lina",urgent_request,formal,negative,Lina,Diego,2024-02-12T00:00:00,Time-sensitive: the customer onboarding flow,"Dear Diego,

We need your immediate attention on missing line items. Please share the latest mockups as soon as possible.

Regards,
Lina","Time-sensitive: the customer onboarding flow

Dear Diego,

We need your immediate attention on missing line items. Please share the latest mockups as soon as possible.

Regards,
Lina","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['share']}",request,formal,,"Regards,"
E00276,Issue with the product launch,"Dear Taylor,

I'm writing to express my frustration with missing line items. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Riley",complaint,formal,negative,Riley,Taylor,2024-10-26T00:00:00,Issue with the product launch,"Dear Taylor,

I'm writing to express my frustration with missing line items. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Riley","Issue with the product launch

Dear Taylor,

I'm writing to express my frustration with missing line items. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Riley","{'greeting': '', 'closing': 'Regards,', 'intent': 'complaint', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['resolve', 'sign']}",complaint,formal,,"Regards,"
E00277,Quick sync on the product launch,"Hello Maya,

I'd love to set up a 30 minute call to align on the product launch. Are you available tomorrow afternoon or later in the week?

Thanks,
Jamie",meeting_request,formal,neutral,Jamie,Maya,2024-12-24T00:00:00,Quick sync on the product launch,"Hello Maya,

I'd love to set up a 30 minute call to align on the product launch. Are you available tomorrow afternoon or later in the week?

Thanks,
Jamie","Quick sync on the product launch

Hello Maya,

I'd love to set up a 30 minute call to align on the product launch. Are you available tomorrow afternoon or later in the week?

Thanks,
Jamie","{'greeting': '', 'closing': 'Thanks,', 'intent': 'general', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",general,neutral,,"Thanks,"
E00278,Thank you for the migration project,"Hi Alex,

Thank you so much for the migration project. Your support meant a lot and made a real difference.

Warm regards,
Cameron",thank_you,neutral,positive,Cameron,Alex,2024-09-11T00:00:00,Thank you for the migration project,"Hi Alex,

Thank you so much for the migration project. Your support meant a lot and made a real difference.

Warm regards,
Cameron","Thank you for the migration project

Hi Alex,

Thank you so much for the migration project. Your support meant a lot and made a real difference.

Warm regards,
Cameron","{'greeting': '', 'closing': 'Warm regards,', 'intent': 'thank_you', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",thank_you,neutral,,"Warm regards,"
E00279,Exciting news about the partnership agreement,"Hi Alex,

Quick announcement — the partnership agreement goes live on July 22. We'll share follow-up materials shortly.

Thanks,
Cameron",announcement,formal,positive,Cameron,Alex,2024-09-30T00:00:00,Exciting news about the partnership agreement,"Hi Alex,

Quick announcement — the partnership agreement goes live on July 22. We'll share follow-up materials shortly.

Thanks,
Cameron","Exciting news about the partnership agreement

Hi Alex,

Quick announcement — the partnership agreement goes live on July 22. We'll share follow-up materials shortly.

Thanks,
Cameron","{'greeting': '', 'closing': 'Thanks,', 'intent': 'announcement', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['share', 'ship']}",announcement,neutral,,"Thanks,"
E00280,Unacceptable experience with the analytics dashboard,"Dear Jordan,

I'm writing to express my frustration with downtime. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Drew",complaint,formal,negative,Drew,Jordan,2024-12-23T00:00:00,Unacceptable experience with the analytics dashboard,"Dear Jordan,

I'm writing to express my frustration with downtime. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Drew","Unacceptable experience with the analytics dashboard

Dear Jordan,

I'm writing to express my frustration with downtime. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Drew","{'greeting': '', 'closing': 'Regards,', 'intent': 'complaint', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['resolve', 'sign']}",complaint,formal,,"Regards,"
E00281,Appreciate your help with the analytics dashboard,"Hello Diego,

I really appreciate your help with the analytics dashboard. Looking forward to working together again.

Thanks,
Marco",thank_you,neutral,positive,Marco,Diego,2024-03-06T00:00:00,Appreciate your help with the analytics dashboard,"Hello Diego,

I really appreciate your help with the analytics dashboard. Looking forward to working together again.

Thanks,
Marco","Appreciate your help with the analytics dashboard

Hello Diego,

I really appreciate your help with the analytics dashboard. Looking forward to working together again.

Thanks,
Marco","{'greeting': '', 'closing': 'Thanks,', 'intent': 'thank_you', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",thank_you,neutral,,"Thanks,"
E00282,Apology for downtime,"Hi Taylor,

I'm truly sorry for the inconvenience caused by downtime. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Marco",apology,formal,negative,Marco,Taylor,2024-07-15T00:00:00,Apology for downtime,"Hi Taylor,

I'm truly sorry for the inconvenience caused by downtime. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Marco","Apology for downtime

Hi Taylor,

I'm truly sorry for the inconvenience caused by downtime. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Marco","{'greeting': '', 'closing': '', 'intent': 'apology', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': ['update']}",apology,neutral,,
E00283,Invoice INV-01065 for the analytics dashboard,"Dear Maya,

Please find attached invoice INV-01065 for the analytics dashboard. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Cameron",invoice,formal,neutral,Cameron,Maya,2024-07-03T00:00:00,Invoice INV-01065 for the analytics dashboard,"Dear Maya,

Please find attached invoice INV-01065 for the analytics dashboard. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Cameron","Invoice INV-01065 for the analytics dashboard

Dear Maya,

Please find attached invoice INV-01065 for the analytics dashboard. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Cameron","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['invoice', 'pay']}",request,formal,,"Regards,"
E00284,Complaint regarding the hiring pipeline,"Hello Sam,

I am very unhappy with the recent the hiring pipeline. The outage on our staging environment is unacceptable. Please investigate and respond by the end of the week.

Sincerely,
Cameron",complaint,formal,negative,Cameron,Sam,2024-02-14T00:00:00,Complaint regarding the hiring pipeline,"Hello Sam,

I am very unhappy with the recent the hiring pipeline. The outage on our staging environment is unacceptable. Please investigate and respond by the end of the week.

Sincerely,
Cameron","Complaint regarding the hiring pipeline

Hello Sam,

I am very unhappy with the recent the hiring pipeline. The outage on our staging environment is unacceptable. Please investigate and respond by the end of the week.

Sincerely,
Cameron","{'greeting': '', 'closing': 'Sincerely,', 'intent': 'complaint', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['investigate', 'respond']}",complaint,formal,,"Sincerely,"
E00285,Hello from Cameron,"Hi Chris,

My name is Cameron and I'm reaching out about the Q3 roadmap. I'd love to learn more about your work and explore potential collaboration.

Best,
Cameron",introduction,neutral,positive,Cameron,Chris,2024-01-30T00:00:00,Hello from Cameron,"Hi Chris,

My name is Cameron and I'm reaching out about the Q3 roadmap. I'd love to learn more about your work and explore potential collaboration.

Best,
Cameron","Hello from Cameron

Hi Chris,

My name is Cameron and I'm reaching out about the Q3 roadmap. I'd love to learn more about your work and explore potential collaboration.

Best,
Cameron","{'greeting': 'Hello from Cameron', 'closing': '', 'intent': 'general', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': []}",general,neutral,Hello from Cameron,
E00286,We're sorry about missing line items,"Hi Taylor,

I'm truly sorry for the inconvenience caused by missing line items. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Pat",apology,formal,negative,Pat,Taylor,2024-11-25T00:00:00,We're sorry about missing line items,"Hi Taylor,

I'm truly sorry for the inconvenience caused by missing line items. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Pat","We're sorry about missing line items

Hi Taylor,

I'm truly sorry for the inconvenience caused by missing line items. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Pat","{'greeting': '', 'closing': '', 'intent': 'apology', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': ['update']}",apology,neutral,,
E00287,Confirmed — the migration project,"Hi Alex,

This email confirms that the migration project is scheduled for Tuesday. Please let me know if anything changes.

Thanks,
Marco",confirmation,neutral,positive,Marco,Alex,2024-02-13T00:00:00,Confirmed — the migration project,"Hi Alex,

This email confirms that the migration project is scheduled for Tuesday. Please let me know if anything changes.

Thanks,
Marco","Confirmed — the migration project

Hi Alex,

This email confirms that the migration project is scheduled for Tuesday. Please let me know if anything changes.

Thanks,
Marco","{'greeting': '', 'closing': 'Thanks,', 'intent': 'confirmation', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['confirm', 'schedule']}",confirmation,neutral,,"Thanks,"
E00288,Exciting news about the customer onboarding flow,"Hi Morgan,

Quick announcement — the customer onboarding flow goes live on tomorrow afternoon. We'll share follow-up materials shortly.

Thanks,
Riley",announcement,formal,positive,Riley,Morgan,2024-09-12T00:00:00,Exciting news about the customer onboarding flow,"Hi Morgan,

Quick announcement — the customer onboarding flow goes live on tomorrow afternoon. We'll share follow-up materials shortly.

Thanks,
Riley","Exciting news about the customer onboarding flow

Hi Morgan,

Quick announcement — the customer onboarding flow goes live on tomorrow afternoon. We'll share follow-up materials shortly.

Thanks,
Riley","{'greeting': '', 'closing': 'Thanks,', 'intent': 'announcement', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['share']}",announcement,neutral,,"Thanks,"
E00289,Following up on the analytics dashboard,"Hi Priya,

Just circling back on the analytics dashboard. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Drew",follow_up,neutral,neutral,Drew,Priya,2024-05-22T00:00:00,Following up on the analytics dashboard,"Hi Priya,

Just circling back on the analytics dashboard. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Drew","Following up on the analytics dashboard

Hi Priya,

Just circling back on the analytics dashboard. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Drew","{'greeting': '', 'closing': 'Thanks,', 'intent': 'follow_up', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['review']}",follow_up,neutral,,"Thanks,"
E00290,Following up on the product launch,"Hello Maya,

Following up on my previous email about the product launch. Could you share an update by next Monday?

Best,
Riley",follow_up,neutral,neutral,Riley,Maya,2024-11-03T00:00:00,Following up on the product launch,"Hello Maya,

Following up on my previous email about the product launch. Could you share an update by next Monday?

Best,
Riley","Following up on the product launch

Hello Maya,

Following up on my previous email about the product launch. Could you share an update by next Monday?

Best,
Riley","{'greeting': '', 'closing': '', 'intent': 'follow_up', 'formality': 'neutral', 'placeholders': ['recipient_name', 'date'], 'action_words': ['share', 'update']}",follow_up,neutral,,
E00291,Meeting request for the new pricing plan,"Hi Priya,

I hope you're doing well. Could we schedule a meeting next week to discuss the new pricing plan? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Pat",meeting_request,formal,neutral,Pat,Priya,2024-08-14T00:00:00,Meeting request for the new pricing plan,"Hi Priya,

I hope you're doing well. Could we schedule a meeting next week to discuss the new pricing plan? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Pat","Meeting request for the new pricing plan

Hi Priya,

I hope you're doing well. Could we schedule a meeting next week to discuss the new pricing plan? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Pat","{'greeting': '', 'closing': 'Best regards,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['schedule', 'share']}",request,neutral,,"Best regards,"
E00292,Issue with the partnership agreement,"Hello Maya,

I am very unhappy with the recent the partnership agreement. The inaccurate invoice is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Cameron",complaint,formal,negative,Cameron,Maya,2024-08-22T00:00:00,Issue with the partnership agreement,"Hello Maya,

I am very unhappy with the recent the partnership agreement. The inaccurate invoice is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Cameron","Issue with the partnership agreement

Hello Maya,

I am very unhappy with the recent the partnership agreement. The inaccurate invoice is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Cameron","{'greeting': '', 'closing': 'Sincerely,', 'intent': 'complaint', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['investigate', 'invoice', 'respond', 'ship']}",complaint,formal,,"Sincerely,"
E00293,Exciting news about the product launch,"Dear Sam,

We are pleased to announce the product launch. This will help us merge the pull request. More details to follow soon.

Best regards,
Marco",announcement,formal,positive,Marco,Sam,2024-11-09T00:00:00,Exciting news about the product launch,"Dear Sam,

We are pleased to announce the product launch. This will help us merge the pull request. More details to follow soon.

Best regards,
Marco","Exciting news about the product launch

Dear Sam,

We are pleased to announce the product launch. This will help us merge the pull request. More details to follow soon.

Best regards,
Marco","{'greeting': '', 'closing': 'Best regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",request,formal,,"Best regards,"
E00294,URGENT: the product launch,"Dear Maya,

We need your immediate attention on billing discrepancy. Please share the latest mockups as soon as possible.

Regards,
Lina",urgent_request,formal,negative,Lina,Maya,2024-08-06T00:00:00,URGENT: the product launch,"Dear Maya,

We need your immediate attention on billing discrepancy. Please share the latest mockups as soon as possible.

Regards,
Lina","URGENT: the product launch

Dear Maya,

We need your immediate attention on billing discrepancy. Please share the latest mockups as soon as possible.

Regards,
Lina","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['share']}",request,formal,,"Regards,"
E00295,Following up on the product launch,"Hi Diego,

Just circling back on the product launch. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Riley",follow_up,neutral,neutral,Riley,Diego,2024-03-08T00:00:00,Following up on the product launch,"Hi Diego,

Just circling back on the product launch. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Riley","Following up on the product launch

Hi Diego,

Just circling back on the product launch. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Riley","{'greeting': '', 'closing': 'Thanks,', 'intent': 'follow_up', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['review']}",follow_up,neutral,,"Thanks,"
E00296,Time-sensitive: the customer onboarding flow,"Hi Alex,

This is urgent — could you please update the roadmap regarding the customer onboarding flow by the end of the week? Let me know if you anticipate any blockers.

Thanks,
Pat",urgent_request,formal,negative,Pat,Alex,2024-05-08T00:00:00,Time-sensitive: the customer onboarding flow,"Hi Alex,

This is urgent — could you please update the roadmap regarding the customer onboarding flow by the end of the week? Let me know if you anticipate any blockers.

Thanks,
Pat","Time-sensitive: the customer onboarding flow

Hi Alex,

This is urgent — could you please update the roadmap regarding the customer onboarding flow by the end of the week? Let me know if you anticipate any blockers.

Thanks,
Pat","{'greeting': '', 'closing': 'Thanks,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['update']}",request,neutral,,"Thanks,"
E00297,Invoice INV-01041 for the migration project,"Dear Diego,

Please find attached invoice INV-01041 for the migration project. The amount due is payable by the end of the week. Let me know if you have any questions.

Regards,
Jamie",invoice,formal,neutral,Jamie,Diego,2024-04-20T00:00:00,Invoice INV-01041 for the migration project,"Dear Diego,

Please find attached invoice INV-01041 for the migration project. The amount due is payable by the end of the week. Let me know if you have any questions.

Regards,
Jamie","Invoice INV-01041 for the migration project

Dear Diego,

Please find attached invoice INV-01041 for the migration project. The amount due is payable by the end of the week. Let me know if you have any questions.

Regards,
Jamie","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['invoice', 'pay']}",request,formal,,"Regards,"
E00298,Introducing Marco,"Hi Jordan,

My name is Marco and I'm reaching out about the migration project. I'd love to learn more about your work and explore potential collaboration.

Best,
Marco",introduction,neutral,positive,Marco,Jordan,2024-12-07T00:00:00,Introducing Marco,"Hi Jordan,

My name is Marco and I'm reaching out about the migration project. I'd love to learn more about your work and explore potential collaboration.

Best,
Marco","Introducing Marco

Hi Jordan,

My name is Marco and I'm reaching out about the migration project. I'd love to learn more about your work and explore potential collaboration.

Best,
Marco","{'greeting': '', 'closing': '', 'intent': 'general', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': []}",general,neutral,,
E00299,Confirmation: the hiring pipeline,"Hi Morgan,

This email confirms that the hiring pipeline is scheduled for tomorrow afternoon. Please let me know if anything changes.

Thanks,
Pat",confirmation,neutral,positive,Pat,Morgan,2024-07-19T00:00:00,Confirmation: the hiring pipeline,"Hi Morgan,

This email confirms that the hiring pipeline is scheduled for tomorrow afternoon. Please let me know if anything changes.

Thanks,
Pat","Confirmation: the hiring pipeline

Hi Morgan,

This email confirms that the hiring pipeline is scheduled for tomorrow afternoon. Please let me know if anything changes.

Thanks,
Pat","{'greeting': '', 'closing': 'Thanks,', 'intent': 'confirmation', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['confirm', 'schedule']}",confirmation,neutral,,"Thanks,"
E00300,Action required by tomorrow,"Dear Priya,

We need your immediate attention on outage on our staging environment. Please expedite the shipment as soon as possible.

Regards,
Pat",urgent_request,formal,negative,Pat,Priya,2024-08-26T00:00:00,Action required by tomorrow,"Dear Priya,

We need your immediate attention on outage on our staging environment. Please expedite the shipment as soon as possible.

Regards,
Pat","Action required by tomorrow

Dear Priya,

We need your immediate attention on outage on our staging environment. Please expedite the shipment as soon as possible.

Regards,
Pat","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['ship']}",request,formal,,"Regards,"
E00301,Appreciate your help with the hiring pipeline,"Hi Maya,

Thank you so much for the hiring pipeline. Your support meant a lot and made a real difference.

Warm regards,
Lina",thank_you,neutral,positive,Lina,Maya,2024-02-09T00:00:00,Appreciate your help with the hiring pipeline,"Hi Maya,

Thank you so much for the hiring pipeline. Your support meant a lot and made a real difference.

Warm regards,
Lina","Appreciate your help with the hiring pipeline

Hi Maya,

Thank you so much for the hiring pipeline. Your support meant a lot and made a real difference.

Warm regards,
Lina","{'greeting': '', 'closing': 'Warm regards,', 'intent': 'thank_you', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",thank_you,neutral,,"Warm regards,"
E00302,Hello from Pat,"Hello Sam,

I'm Pat, the new product manager at Hooli. I'm excited to connect and discuss the marketing campaign.

Looking forward,
Pat",introduction,neutral,positive,Pat,Sam,2024-01-21T00:00:00,Hello from Pat,"Hello Sam,

I'm Pat, the new product manager at Hooli. I'm excited to connect and discuss the marketing campaign.

Looking forward,
Pat","Hello from Pat

Hello Sam,

I'm Pat, the new product manager at Hooli. I'm excited to connect and discuss the marketing campaign.

Looking forward,
Pat","{'greeting': 'Hello from Pat', 'closing': '', 'intent': 'general', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': []}",general,neutral,Hello from Pat,
E00303,Exciting news about the analytics dashboard,"Hi Alex,

Quick announcement — the analytics dashboard goes live on Tuesday. We'll share follow-up materials shortly.

Thanks,
Cameron",announcement,formal,positive,Cameron,Alex,2024-06-16T00:00:00,Exciting news about the analytics dashboard,"Hi Alex,

Quick announcement — the analytics dashboard goes live on Tuesday. We'll share follow-up materials shortly.

Thanks,
Cameron","Exciting news about the analytics dashboard

Hi Alex,

Quick announcement — the analytics dashboard goes live on Tuesday. We'll share follow-up materials shortly.

Thanks,
Cameron","{'greeting': '', 'closing': 'Thanks,', 'intent': 'announcement', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['share']}",announcement,neutral,,"Thanks,"
E00304,Introducing Lina,"Hello Jordan,

I'm Lina, the new product manager at Hooli. I'm excited to connect and discuss the hiring pipeline.

Looking forward,
Lina",introduction,neutral,positive,Lina,Jordan,2024-04-05T00:00:00,Introducing Lina,"Hello Jordan,

I'm Lina, the new product manager at Hooli. I'm excited to connect and discuss the hiring pipeline.

Looking forward,
Lina","Introducing Lina

Hello Jordan,

I'm Lina, the new product manager at Hooli. I'm excited to connect and discuss the hiring pipeline.

Looking forward,
Lina","{'greeting': '', 'closing': '', 'intent': 'general', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': []}",general,neutral,,
