email_id,subject,body,category,tone,sentiment,sender,recipient,created_at
E00265,Announcement: the product launch,"Dear Alex,

We are pleased to announce the product launch. This will help us share the latest mockups. More details to follow soon.

Best regards,
Ananya",announcement,formal,positive,Ananya,Alex,2024-05-01T00:00:00
E00266,Unacceptable experience with the security audit,"Hello Maya,

I am very unhappy with the recent the security audit. The delayed delivery is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Ananya",complaint,formal,negative,Ananya,Maya,2024-10-31T00:00:00
E00267,Announcement: the marketing campaign,"Hi Maya,

Quick announcement — the marketing campaign goes live on next quarter. We'll share follow-up materials shortly.

Thanks,
Cameron",announcement,formal,positive,Cameron,Maya,2024-11-01T00:00:00
E00268,Outstanding invoice INV-01045,"Hello Priya,

This is a friendly reminder that invoice INV-01045 is outstanding. Could you process payment by tomorrow?

Thanks,
Lina",invoice,formal,neutral,Lina,Priya,2024-11-17T00:00:00
E00269,Confirmation: the partnership agreement,"Hello Chris,

Your request for the partnership agreement has been received and confirmed. Reference number: INV-01074.

Regards,
Jamie",confirmation,neutral,positive,Jamie,Chris,2024-07-19T00:00:00
E00270,Announcement: the migration project,"Dear Taylor,

We are pleased to announce the migration project. This will help us expedite the shipment. More details to follow soon.

Best regards,
Lina",announcement,formal,positive,Lina,Taylor,2024-08-23T00:00:00
E00271,Quick sync on the migration project,"Hello Chris,

I'd love to set up a 30 minute call to align on the migration project. Are you available Tuesday or later in the week?

Thanks,
Jamie",meeting_request,formal,neutral,Jamie,Chris,2024-12-19T00:00:00
E00272,Unacceptable experience with the marketing campaign,"Hello Sam,

I am very unhappy with the recent the marketing campaign. The outage on our staging environment is unacceptable. Please investigate and respond by next Monday.

Sincerely,
Riley",complaint,formal,negative,Riley,Sam,2024-05-27T00:00:00
E00273,Confirmation: the Q3 roadmap,"Hello Chris,

Your request for the Q3 roadmap has been received and confirmed. Reference number: INV-01086.

Regards,
Lina",confirmation,neutral,positive,Lina,Chris,2024-02-16T00:00:00
E00274,Confirmation: the new pricing plan,"Hi Morgan,

This email confirms that the new pricing plan is scheduled for tomorrow afternoon. Please let me know if anything changes.

Thanks,
Cameron",confirmation,neutral,positive,Cameron,Morgan,2024-09-09T00:00:00
E00275,Time-sensitive: the customer onboarding flow,"Dear Diego,

We need your immediate attention on missing line items. Please share the latest mockups as soon as possible.

Regards,
Lina",urgent_request,formal,negative,Lina,Diego,2024-02-12T00:00:00
E00276,Issue with the product launch,"Dear Taylor,

I'm writing to express my frustration with missing line items. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Riley",complaint,formal,negative,Riley,Taylor,2024-10-26T00:00:00
E00277,Quick sync on the product launch,"Hello Maya,

I'd love to set up a 30 minute call to align on the product launch. Are you available tomorrow afternoon or later in the week?

Thanks,
Jamie",meeting_request,formal,neutral,Jamie,Maya,2024-12-24T00:00:00
E00278,Thank you for the migration project,"Hi Alex,

Thank you so much for the migration project. Your support meant a lot and made a real difference.

Warm regards,
Cameron",thank_you,neutral,positive,Cameron,Alex,2024-09-11T00:00:00
E00279,Exciting news about the partnership agreement,"Hi Alex,

Quick announcement — the partnership agreement goes live on July 22. We'll share follow-up materials shortly.

Thanks,
Cameron",announcement,formal,positive,Cameron,Alex,2024-09-30T00:00:00
E00280,Unacceptable experience with the analytics dashboard,"Dear Jordan,

I'm writing to express my frustration with downtime. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Drew",complaint,formal,negative,Drew,Jordan,2024-12-23T00:00:00
E00281,Appreciate your help with the analytics dashboard,"Hello Diego,

I really appreciate your help with the analytics dashboard. Looking forward to working together again.

Thanks,
Marco",thank_you,neutral,positive,Marco,Diego,2024-03-06T00:00:00
E00282,Apology for downtime,"Hi Taylor,

I'm truly sorry for the inconvenience caused by downtime. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Marco",apology,formal,negative,Marco,Taylor,2024-07-15T00:00:00
E00283,Invoice INV-01065 for the analytics dashboard,"Dear Maya,

Please find attached invoice INV-01065 for the analytics dashboard. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Cameron",invoice,formal,neutral,Cameron,Maya,2024-07-03T00:00:00
E00284,Complaint regarding the hiring pipeline,"Hello Sam,

I am very unhappy with the recent the hiring pipeline. The outage on our staging environment is unacceptable. Please investigate and respond by the end of the week.

Sincerely,
Cameron",complaint,formal,negative,Cameron,Sam,2024-02-14T00:00:00
E00285,Hello from Cameron,"Hi Chris,

My name is Cameron and I'm reaching out about the Q3 roadmap. I'd love to learn more about your work and explore potential collaboration.

Best,
Cameron",introduction,neutral,positive,Cameron,Chris,2024-01-30T00:00:00
E00286,We're sorry about missing line items,"Hi Taylor,

I'm truly sorry for the inconvenience caused by missing line items. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Pat",apology,formal,negative,Pat,Taylor,2024-11-25T00:00:00
E00287,Confirmed — the migration project,"Hi Alex,

This email confirms that the migration project is scheduled for Tuesday. Please let me know if anything changes.

Thanks,
Marco",confirmation,neutral,positive,Marco,Alex,2024-02-13T00:00:00
E00288,Exciting news about the customer onboarding flow,"Hi Morgan,

Quick announcement — the customer onboarding flow goes live on tomorrow afternoon. We'll share follow-up materials shortly.

Thanks,
Riley",announcement,formal,positive,Riley,Morgan,2024-09-12T00:00:00
E00289,Following up on the analytics dashboard,"Hi Priya,

Just circling back on the analytics dashboard. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Drew",follow_up,neutral,neutral,Drew,Priya,2024-05-22T00:00:00
E00290,Following up on the product launch,"Hello Maya,

Following up on my previous email about the product launch. Could you share an update by next Monday?

Best,
Riley",follow_up,neutral,neutral,Riley,Maya,2024-11-03T00:00:00
E00291,Meeting request for the new pricing plan,"Hi Priya,

I hope you're doing well. Could we schedule a meeting next week to discuss the new pricing plan? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Pat",meeting_request,formal,neutral,Pat,Priya,2024-08-14T00:00:00
E00292,Issue with the partnership agreement,"Hello Maya,

I am very unhappy with the recent the partnership agreement. The inaccurate invoice is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Cameron",complaint,formal,negative,Cameron,Maya,2024-08-22T00:00:00
E00293,Exciting news about the product launch,"Dear Sam,

We are pleased to announce the product launch. This will help us merge the pull request. More details to follow soon.

Best regards,
Marco",announcement,formal,positive,Marco,Sam,2024-11-09T00:00:00
E00294,URGENT: the product launch,"Dear Maya,

We need your immediate attention on billing discrepancy. Please share the latest mockups as soon as possible.

Regards,
Lina",urgent_request,formal,negative,Lina,Maya,2024-08-06T00:00:00
E00295,Following up on the product launch,"Hi Diego,

Just circling back on the product launch. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Riley",follow_up,neutral,neutral,Riley,Diego,2024-03-08T00:00:00
E00296,Time-sensitive: the customer onboarding flow,"Hi Alex,

This is urgent — could you please update the roadmap regarding the customer onboarding flow by the end of the week? Let me know if you anticipate any blockers.

Thanks,
Pat",urgent_request,formal,negative,Pat,Alex,2024-05-08T00:00:00
E00297,Invoice INV-01041 for the migration project,"Dear Diego,

Please find attached invoice INV-01041 for the migration project. The amount due is payable by the end of the week. Let me know if you have any questions.

Regards,
Jamie",invoice,formal,neutral,Jamie,Diego,2024-04-20T00:00:00
E00298,Introducing Marco,"Hi Jordan,

My name is Marco and I'm reaching out about the migration project. I'd love to learn more about your work and explore potential collaboration.

Best,
Marco",introduction,neutral,positive,Marco,Jordan,2024-12-07T00:00:00
E00299,Confirmation: the hiring pipeline,"Hi Morgan,

This email confirms that the hiring pipeline is scheduled for tomorrow afternoon. Please let me know if anything changes.

Thanks,
Pat",confirmation,neutral,positive,Pat,Morgan,2024-07-19T00:00:00
E00300,Action required by tomorrow,"Dear Priya,

We need your immediate attention on outage on our staging environment. Please expedite the shipment as soon as possible.

Regards,
Pat",urgent_request,formal,negative,Pat,Priya,2024-08-26T00:00:00
E00301,Appreciate your help with the hiring pipeline,"Hi Maya,

Thank you so much for the hiring pipeline. Your support meant a lot and made a real difference.

Warm regards,
Lina",thank_you,neutral,positive,Lina,Maya,2024-02-09T00:00:00
E00302,Hello from Pat,"Hello Sam,

I'm Pat, the new product manager at Hooli. I'm excited to connect and discuss the marketing campaign.

Looking forward,
Pat",introduction,neutral,positive,Pat,Sam,2024-01-21T00:00:00
E00303,Exciting news about the analytics dashboard,"Hi Alex,

Quick announcement — the analytics dashboard goes live on Tuesday. We'll share follow-up materials shortly.

Thanks,
Cameron",announcement,formal,positive,Cameron,Alex,2024-06-16T00:00:00
E00304,Introducing Lina,"Hello Jordan,

I'm Lina, the new product manager at Hooli. I'm excited to connect and discuss the hiring pipeline.

Looking forward,
Lina",introduction,neutral,positive,Lina,Jordan,2024-04-05T00:00:00
E00305,Announcement: the Q3 roadmap,"Dear Morgan,

We are pleased to announce the Q3 roadmap. This will help us update the roadmap. More details to follow soon.

Best regards,
Cameron",announcement,formal,positive,Cameron,Morgan,2024-07-30T00:00:00
E00306,Issue with the Q3 roadmap,"Hello Jordan,

I am very unhappy with the recent the Q3 roadmap. The inaccurate invoice is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Marco",complaint,formal,negative,Marco,Jordan,2024-09-17T00:00:00
E00307,Update on the migration project,"Hi Sam,

Quick announcement — the migration project goes live on Tuesday. We'll share follow-up materials shortly.

Thanks,
Marco",announcement,formal,positive,Marco,Sam,2024-01-31T00:00:00
E00308,Your the partnership agreement is confirmed,"Hello Diego,

Your request for the partnership agreement has been received and confirmed. Reference number: INV-01016.

Regards,
Marco",confirmation,neutral,positive,Marco,Diego,2024-09-26T00:00:00
E00309,Quick follow-up regarding the marketing campaign,"Hello Sam,

Following up on my previous email about the marketing campaign. Could you share an update by the end of the week?

Best,
Cameron",follow_up,neutral,neutral,Cameron,Sam,2024-02-22T00:00:00
E00310,Invoice INV-01089 for the security audit,"Dear Taylor,

Please find attached invoice INV-01089 for the security audit. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Ananya",invoice,formal,neutral,Ananya,Taylor,2024-02-06T00:00:00
E00311,Quick sync on the migration project,"Hello Priya,

I'd love to set up a 30 minute call to align on the migration project. Are you available next quarter or later in the week?

Thanks,
Marco",meeting_request,formal,neutral,Marco,Priya,2024-10-06T00:00:00
E00312,Introducing Pat,"Hello Alex,

I'm Pat, the new customer success lead at Initech. I'm excited to connect and discuss the product launch.

Looking forward,
Pat",introduction,neutral,positive,Pat,Alex,2024-05-07T00:00:00
E00313,Hello from Riley,"Hi Sam,

My name is Riley and I'm reaching out about the analytics dashboard. I'd love to learn more about your work and explore potential collaboration.

Best,
Riley",introduction,neutral,positive,Riley,Sam,2024-03-09T00:00:00
E00314,Checking in on the migration project,"Hi Taylor,

Just circling back on the migration project. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Pat",follow_up,neutral,neutral,Pat,Taylor,2024-06-14T00:00:00
E00315,Payment due for the new pricing plan,"Hello Jordan,

This is a friendly reminder that invoice INV-01039 is outstanding. Could you process payment by next Monday?

Thanks,
Jamie",invoice,formal,neutral,Jamie,Jordan,2024-03-28T00:00:00
E00316,We're sorry about downtime,"Dear Taylor,

Please accept our sincere apologies for the downtime. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer issue a refund.

Kind regards,
Pat",apology,formal,negative,Pat,Taylor,2024-05-23T00:00:00
E00317,Our apologies regarding the Q3 roadmap,"Dear Chris,

Please accept our sincere apologies for the downtime. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer issue a refund.

Kind regards,
Riley",apology,formal,negative,Riley,Chris,2024-04-28T00:00:00
E00318,Payment due for the customer onboarding flow,"Dear Diego,

Please find attached invoice INV-01071 for the customer onboarding flow. The amount due is payable by EOD Friday. Let me know if you have any questions.

Regards,
Pat",invoice,formal,neutral,Pat,Diego,2024-11-21T00:00:00
E00319,Time-sensitive: the migration project,"Hi Maya,

This is urgent — could you please share the latest mockups regarding the migration project by tomorrow? Let me know if you anticipate any blockers.

Thanks,
Pat",urgent_request,formal,negative,Pat,Maya,2024-07-28T00:00:00
E00320,Checking in on the marketing campaign,"Hi Priya,

Just circling back on the marketing campaign. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Pat",follow_up,neutral,neutral,Pat,Priya,2024-10-12T00:00:00
E00321,Announcement: the migration project,"Hi Alex,

Quick announcement — the migration project goes live on next Wednesday. We'll share follow-up materials shortly.

Thanks,
Marco",announcement,formal,positive,Marco,Alex,2024-10-14T00:00:00
E00322,Time-sensitive: the Q3 roadmap,"Dear Sam,

We need your immediate attention on billing discrepancy. Please update the roadmap as soon as possible.

Regards,
Drew",urgent_request,formal,negative,Drew,Sam,2024-08-28T00:00:00
E00323,Can we schedule a call about the hiring pipeline?,"Hello Chris,

I'd love to set up a 30 minute call to align on the hiring pipeline. Are you available tomorrow afternoon or later in the week?

Thanks,
Jamie",meeting_request,formal,neutral,Jamie,Chris,2024-01-13T00:00:00
E00324,Announcement: the marketing campaign,"Hi Morgan,

Quick announcement — the marketing campaign goes live on Tuesday. We'll share follow-up materials shortly.

Thanks,
Cameron",announcement,formal,positive,Cameron,Morgan,2024-10-07T00:00:00
E00325,URGENT: the customer onboarding flow,"Hi Maya,

This is urgent — could you please merge the pull request regarding the customer onboarding flow by tomorrow? Let me know if you anticipate any blockers.

Thanks,
Lina",urgent_request,formal,negative,Lina,Maya,2024-08-05T00:00:00
E00326,We're sorry about billing discrepancy,"Dear Alex,

Please accept our sincere apologies for the billing discrepancy. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer merge the pull request.

Kind regards,
Jamie",apology,formal,negative,Jamie,Alex,2024-07-20T00:00:00
E00327,Time-sensitive: the partnership agreement,"Dear Taylor,

We need your immediate attention on inaccurate invoice. Please merge the pull request as soon as possible.

Regards,
Pat",urgent_request,formal,negative,Pat,Taylor,2024-04-12T00:00:00
E00328,Issue with the customer onboarding flow,"Dear Chris,

I'm writing to express my frustration with outage on our staging environment. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Riley",complaint,formal,negative,Riley,Chris,2024-12-29T00:00:00
E00329,Time-sensitive: the marketing campaign,"Hi Chris,

This is urgent — could you please update the roadmap regarding the marketing campaign by next Monday? Let me know if you anticipate any blockers.

Thanks,
Pat",urgent_request,formal,negative,Pat,Chris,2024-02-21T00:00:00
E00330,Outstanding invoice INV-01005,"Dear Sam,

Please find attached invoice INV-01005 for the Q3 roadmap. The amount due is payable by October 15. Let me know if you have any questions.

Regards,
Pat",invoice,formal,neutral,Pat,Sam,2024-07-12T00:00:00
E00331,URGENT: the Q3 roadmap,"Hi Maya,

This is urgent — could you please approve the change request regarding the Q3 roadmap by the end of the week? Let me know if you anticipate any blockers.

Thanks,
Ananya",urgent_request,formal,negative,Ananya,Maya,2024-11-01T00:00:00
E00332,Following up on the security audit,"Hi Maya,

Just circling back on the security audit. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Drew",follow_up,neutral,neutral,Drew,Maya,2024-09-10T00:00:00
E00333,Action required by October 15,"Dear Taylor,

We need your immediate attention on outage on our staging environment. Please merge the pull request as soon as possible.

Regards,
Marco",urgent_request,formal,negative,Marco,Taylor,2024-07-06T00:00:00
E00334,Thanks for the the partnership agreement,"Hi Maya,

Thank you so much for the partnership agreement. Your support meant a lot and made a real difference.

Warm regards,
Pat",thank_you,neutral,positive,Pat,Maya,2024-08-13T00:00:00
E00335,Invoice INV-01022 for the security audit,"Dear Maya,

Please find attached invoice INV-01022 for the security audit. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Jamie",invoice,formal,neutral,Jamie,Maya,2024-03-16T00:00:00
E00336,Invoice INV-01062 for the hiring pipeline,"Hello Jordan,

This is a friendly reminder that invoice INV-01062 is outstanding. Could you process payment by tomorrow?

Thanks,
Marco",invoice,formal,neutral,Marco,Jordan,2024-12-08T00:00:00
E00337,Complaint regarding the customer onboarding flow,"Hello Taylor,

I am very unhappy with the recent the customer onboarding flow. The communication gap is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Lina",complaint,formal,negative,Lina,Taylor,2024-05-08T00:00:00
E00338,Quick sync on the Q3 roadmap,"Hi Jordan,

I hope you're doing well. Could we schedule a meeting next week to discuss the Q3 roadmap? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Lina",meeting_request,formal,neutral,Lina,Jordan,2024-06-22T00:00:00
E00339,Can we schedule a call about the customer onboarding flow?,"Hi Alex,

I hope you're doing well. Could we schedule a meeting next week to discuss the customer onboarding flow? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Riley",meeting_request,formal,neutral,Riley,Alex,2024-11-04T00:00:00
E00340,Outstanding invoice INV-01071,"Hello Diego,

This is a friendly reminder that invoice INV-01071 is outstanding. Could you process payment by October 15?

Thanks,
Ananya",invoice,formal,neutral,Ananya,Diego,2024-06-21T00:00:00
E00341,Thank you for the partnership agreement,"Hi Alex,

Thank you so much for the partnership agreement. Your support meant a lot and made a real difference.

Warm regards,
Marco",thank_you,neutral,positive,Marco,Alex,2024-07-22T00:00:00
E00342,Exciting news about the analytics dashboard,"Hi Chris,

Quick announcement — the analytics dashboard goes live on July 22. We'll share follow-up materials shortly.

Thanks,
Pat",announcement,formal,positive,Pat,Chris,2024-07-07T00:00:00
E00343,Meeting request for the security audit,"Hi Diego,

I hope you're doing well. Could we schedule a meeting next week to discuss the security audit? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Cameron",meeting_request,formal,neutral,Cameron,Diego,2024-11-22T00:00:00
E00344,Our apologies regarding the migration project,"Dear Jordan,

Please accept our sincere apologies for the outage on our staging environment. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer share the latest mockups.

Kind regards,
Jamie",apology,formal,negative,Jamie,Jordan,2024-03-20T00:00:00
E00345,We're sorry about billing discrepancy,"Hi Priya,

I'm truly sorry for the inconvenience caused by billing discrepancy. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Drew",apology,formal,negative,Drew,Priya,2024-07-08T00:00:00
E00346,Time-sensitive: the product launch,"Dear Maya,

We need your immediate attention on outage on our staging environment. Please update the roadmap as soon as possible.

Regards,
Jamie",urgent_request,formal,negative,Jamie,Maya,2024-04-07T00:00:00
E00347,Quick introduction — the analytics dashboard,"Hi Maya,

My name is Cameron and I'm reaching out about the analytics dashboard. I'd love to learn more about your work and explore potential collaboration.

Best,
Cameron",introduction,neutral,positive,Cameron,Maya,2024-01-23T00:00:00
E00348,Update on the product launch,"Dear Maya,

We are pleased to announce the product launch. This will help us issue a refund. More details to follow soon.

Best regards,
Marco",announcement,formal,positive,Marco,Maya,2024-10-02T00:00:00
E00349,Thank you for the analytics dashboard,"Hi Chris,

Thank you so much for the analytics dashboard. Your support meant a lot and made a real difference.

Warm regards,
Pat",thank_you,neutral,positive,Pat,Chris,2024-04-26T00:00:00
E00350,Thanks for the the security audit,"Hello Taylor,

I really appreciate your help with the security audit. Looking forward to working together again.

Thanks,
Ananya",thank_you,neutral,positive,Ananya,Taylor,2024-04-25T00:00:00
E00351,Update on the customer onboarding flow,"Dear Taylor,

We are pleased to announce the customer onboarding flow. This will help us share the latest mockups. More details to follow soon.

Best regards,
Pat",announcement,formal,positive,Pat,Taylor,2024-03-12T00:00:00
E00352,Appreciate your help with the hiring pipeline,"Hi Maya,

Thank you so much for the hiring pipeline. Your support meant a lot and made a real difference.

Warm regards,
Drew",thank_you,neutral,positive,Drew,Maya,2024-08-12T00:00:00
E00353,Invoice INV-01038 for the customer onboarding flow,"Hello Maya,

This is a friendly reminder that invoice INV-01038 is outstanding. Could you process payment by next Monday?

Thanks,
Jamie",invoice,formal,neutral,Jamie,Maya,2024-09-01T00:00:00
E00354,Introducing Drew,"Hi Priya,

My name is Drew and I'm reaching out about the new pricing plan. I'd love to learn more about your work and explore potential collaboration.

Best,
Drew",introduction,neutral,positive,Drew,Priya,2024-07-18T00:00:00
E00355,Hello from Cameron,"Hello Sam,

I'm Cameron, the new account manager at Umbrella Inc. I'm excited to connect and discuss the product launch.

Looking forward,
Cameron",introduction,neutral,positive,Cameron,Sam,2024-05-03T00:00:00
E00356,Time-sensitive: the new pricing plan,"Hi Taylor,

This is urgent — could you please process the payment regarding the new pricing plan by next Monday? Let me know if you anticipate any blockers.

Thanks,
Ananya",urgent_request,formal,negative,Ananya,Taylor,2024-01-09T00:00:00
E00357,Our apologies regarding the marketing campaign,"Hi Jordan,

I'm truly sorry for the inconvenience caused by billing discrepancy. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Lina",apology,formal,negative,Lina,Jordan,2024-03-16T00:00:00
E00358,Payment due for the product launch,"Dear Chris,

Please find attached invoice INV-01098 for the product launch. The amount due is payable by the end of the week. Let me know if you have any questions.

Regards,
Ananya",invoice,formal,neutral,Ananya,Chris,2024-01-04T00:00:00
E00359,Thanks for the the product launch,"Hi Chris,

Thank you so much for the product launch. Your support meant a lot and made a real difference.

Warm regards,
Ananya",thank_you,neutral,positive,Ananya,Chris,2024-03-25T00:00:00
E00360,Time-sensitive: the product launch,"Dear Diego,

We need your immediate attention on outage on our staging environment. Please approve the change request as soon as possible.

Regards,
Riley",urgent_request,formal,negative,Riley,Diego,2024-09-24T00:00:00
E00361,Thanks for the the customer onboarding flow,"Hi Taylor,

Thank you so much for the customer onboarding flow. Your support meant a lot and made a real difference.

Warm regards,
Jamie",thank_you,neutral,positive,Jamie,Taylor,2024-07-18T00:00:00
E00362,Action required by the end of the week,"Hi Maya,

This is urgent — could you please process the payment regarding the analytics dashboard by the end of the week? Let me know if you anticipate any blockers.

Thanks,
Jamie",urgent_request,formal,negative,Jamie,Maya,2024-09-01T00:00:00
E00363,Complaint regarding the marketing campaign,"Hello Alex,

I am very unhappy with the recent the marketing campaign. The delayed delivery is unacceptable. Please investigate and respond by tomorrow.

Sincerely,
Marco",complaint,formal,negative,Marco,Alex,2024-08-18T00:00:00
E00364,We're sorry about outage on our staging environment,"Hi Jordan,

I'm truly sorry for the inconvenience caused by outage on our staging environment. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Jamie",apology,formal,negative,Jamie,Jordan,2024-08-19T00:00:00
E00365,Thanks for the the analytics dashboard,"Hi Maya,

Thank you so much for the analytics dashboard. Your support meant a lot and made a real difference.

Warm regards,
Drew",thank_you,neutral,positive,Drew,Maya,2024-06-09T00:00:00
E00366,Our apologies regarding the partnership agreement,"Dear Jordan,

Please accept our sincere apologies for the outage on our staging environment. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer update the roadmap.

Kind regards,
Riley",apology,formal,negative,Riley,Jordan,2024-08-07T00:00:00
E00367,Action required by EOD Friday,"Hi Sam,

This is urgent — could you please merge the pull request regarding the security audit by EOD Friday? Let me know if you anticipate any blockers.

Thanks,
Lina",urgent_request,formal,negative,Lina,Sam,2024-05-27T00:00:00
E00368,Update on the customer onboarding flow,"Hi Chris,

Quick announcement — the customer onboarding flow goes live on next Wednesday. We'll share follow-up materials shortly.

Thanks,
Cameron",announcement,formal,positive,Cameron,Chris,2024-01-06T00:00:00
E00369,Thank you for the analytics dashboard,"Hi Sam,

Thank you so much for the analytics dashboard. Your support meant a lot and made a real difference.

Warm regards,
Cameron",thank_you,neutral,positive,Cameron,Sam,2024-02-16T00:00:00
E00370,Confirmation: the analytics dashboard,"Hi Alex,

This email confirms that the analytics dashboard is scheduled for Tuesday. Please let me know if anything changes.

Thanks,
Ananya",confirmation,neutral,positive,Ananya,Alex,2024-10-26T00:00:00
E00371,Quick follow-up regarding the hiring pipeline,"Hello Chris,

Following up on my previous email about the hiring pipeline. Could you share an update by tomorrow?

Best,
Drew",follow_up,neutral,neutral,Drew,Chris,2024-11-12T00:00:00
E00372,Confirmation: the hiring pipeline,"Hi Maya,

This email confirms that the hiring pipeline is scheduled for July 22. Please let me know if anything changes.

Thanks,
Drew",confirmation,neutral,positive,Drew,Maya,2024-07-03T00:00:00
E00373,Complaint regarding the partnership agreement,"Dear Morgan,

I'm writing to express my frustration with downtime. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Jamie",complaint,formal,negative,Jamie,Morgan,2024-06-12T00:00:00
E00374,Outstanding invoice INV-01079,"Dear Maya,

Please find attached invoice INV-01079 for the security audit. The amount due is payable by the end of the week. Let me know if you have any questions.

Regards,
Lina",invoice,formal,neutral,Lina,Maya,2024-04-07T00:00:00
E00375,Hello from Riley,"Hello Sam,

I'm Riley, the new account manager at Wayne Enterprises. I'm excited to connect and discuss the Q3 roadmap.

Looking forward,
Riley",introduction,neutral,positive,Riley,Sam,2024-05-15T00:00:00
E00376,Quick introduction — the partnership agreement,"Hi Maya,

My name is Pat and I'm reaching out about the partnership agreement. I'd love to learn more about your work and explore potential collaboration.

Best,
Pat",introduction,neutral,positive,Pat,Maya,2024-04-19T00:00:00
E00377,Invoice INV-01013 for the Q3 roadmap,"Hello Diego,

This is a friendly reminder that invoice INV-01013 is outstanding. Could you process payment by tomorrow?

Thanks,
Riley",invoice,formal,neutral,Riley,Diego,2024-11-06T00:00:00
E00378,Checking in on the Q3 roadmap,"Hello Diego,

Following up on my previous email about the Q3 roadmap. Could you share an update by tomorrow?

Best,
Ananya",follow_up,neutral,neutral,Ananya,Diego,2024-10-02T00:00:00
E00379,Complaint regarding the migration project,"Dear Taylor,

I'm writing to express my frustration with downtime. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Riley",complaint,formal,negative,Riley,Taylor,2024-09-21T00:00:00
E00380,Your the product launch is confirmed,"Hi Priya,

This email confirms that the product launch is scheduled for next quarter. Please let me know if anything changes.

Thanks,
Lina",confirmation,neutral,positive,Lina,Priya,2024-09-09T00:00:00
E00381,URGENT: the migration project,"Hi Diego,

This is urgent — could you please expedite the shipment regarding the migration project by tomorrow? Let me know if you anticipate any blockers.

Thanks,
Marco",urgent_request,formal,negative,Marco,Diego,2024-01-05T00:00:00
E00382,Your the migration project is confirmed,"Hello Maya,

Your request for the migration project has been received and confirmed. Reference number: INV-01090.

Regards,
Marco",confirmation,neutral,positive,Marco,Maya,2024-04-11T00:00:00
E00383,Can we schedule a call about the partnership agreement?,"Hi Sam,

I hope you're doing well. Could we schedule a meeting next week to discuss the partnership agreement? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Marco",meeting_request,formal,neutral,Marco,Sam,2024-11-04T00:00:00
E00384,Exciting news about the security audit,"Dear Priya,

We are pleased to announce the security audit. This will help us update the roadmap. More details to follow soon.

Best regards,
Lina",announcement,formal,positive,Lina,Priya,2024-12-08T00:00:00
E00385,Exciting news about the customer onboarding flow,"Dear Morgan,

We are pleased to announce the customer onboarding flow. This will help us issue a refund. More details to follow soon.

Best regards,
Ananya",announcement,formal,positive,Ananya,Morgan,2024-08-01T00:00:00
E00386,Invoice INV-01007 for the product launch,"Dear Sam,

Please find attached invoice INV-01007 for the product launch. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Riley",invoice,formal,neutral,Riley,Sam,2024-07-29T00:00:00
E00387,Thanks for the the analytics dashboard,"Hi Maya,

Thank you so much for the analytics dashboard. Your support meant a lot and made a real difference.

Warm regards,
Ananya",thank_you,neutral,positive,Ananya,Maya,2024-08-10T00:00:00
E00388,Announcement: the new pricing plan,"Dear Maya,

We are pleased to announce the new pricing plan. This will help us issue a refund. More details to follow soon.

Best regards,
Lina",announcement,formal,positive,Lina,Maya,2024-01-22T00:00:00
E00389,URGENT: the partnership agreement,"Dear Jordan,

We need your immediate attention on communication gap. Please process the payment as soon as possible.

Regards,
Cameron",urgent_request,formal,negative,Cameron,Jordan,2024-04-30T00:00:00
